line,kind,source,destination,flags,conditions,infrastructure,query_condition,home_destination,drops_query,unicode_source
271,exact,/restos/le-marceau,https://top-halal.fr/resto/le-marceau,,,False,False,False,False,False
272,exact,/restos/le-medaillon,https://top-halal.fr/resto/le-medaillon,,,False,False,False,False,False
273,exact,/restos/le-miyanis,https://top-halal.fr/resto/le-miyanis,,,False,False,False,False,False
274,exact,/restos/le-mosaic,https://top-halal.fr/resto/le-mosaic,,,False,False,False,False,False
275,exact,/restos/le-napolitain,https://top-halal.fr/resto/le-napolitain,,,False,False,False,False,False
276,exact,/restos/le-nioumre,https://top-halal.fr/resto/le-nioumre,,,False,False,False,False,False
277,exact,/restos/le-onzieme,https://top-halal.fr/resto/le-onzieme,,,False,False,False,False,False
278,exact,/restos/le-petit-gourmet,https://top-halal.fr/resto/le-petit-gourmet,,,False,False,False,False,False
279,exact,/restos/le-plazza-sushi,https://top-halal.fr/resto/le-plazza-sushi,,,False,False,False,False,False
280,exact,/restos/le-rhumel,https://top-halal.fr/resto/le-rhumel,,,False,False,False,False,False
281,exact,/restos/le-sarrazin,https://top-halal.fr/resto/le-sarrazin,,,False,False,False,False,False
282,exact,/restos/le-selam,https://top-halal.fr/resto/le-selam,,,False,False,False,False,False
283,exact,/restos/le-shems,https://top-halal.fr/resto/le-shems,,,False,False,False,False,False
284,exact,/restos/le-shimla,https://top-halal.fr/resto/le-shimla,,,False,False,False,False,False
285,exact,/restos/le-tacos,https://top-halal.fr/resto/le-tacos,,,False,False,False,False,False
286,exact,/restos/le-taliani,https://top-halal.fr/resto/le-taliani,,,False,False,False,False,False
287,exact,/restos/le-temps-dun-delice,https://top-halal.fr/resto/le-temps-dun-delice,,,False,False,False,False,False
288,exact,/restos/le-venise,https://top-halal.fr/resto/le-venise,,,False,False,False,False,False
289,exact,/restos/le-village-indien,https://top-halal.fr/resto/le-village-indien,,,False,False,False,False,False
290,exact,/restos/le-wanted,https://top-halal.fr/resto/le-wanted,,,False,False,False,False,False
291,exact,/restos/le-wok-cafe,https://top-halal.fr/resto/le-wok-cafe,,,False,False,False,False,False
292,exact,/restos/le-wok-racine,https://top-halal.fr/resto/le-wok-racine,,,False,False,False,False,False
293,exact,/restos/le-wok-saint-germain,https://top-halal.fr/resto/le-wok-saint-germain,,,False,False,False,False,False
294,exact,/restos/lempire-du-kebab,https://top-halal.fr/resto/lempire-du-kebab,,,False,False,False,False,False
295,exact,/restos/les-delices-de-puteaux-zaouit,https://top-halal.fr/resto/les-delices-de-puteaux-zaouit,,,False,False,False,False,False
296,exact,/restos/les-enfants-terribles,https://top-halal.fr/resto/les-enfants-terribles,,,False,False,False,False,False
297,exact,/restos/lescapade-triolo,https://top-halal.fr/resto/lescapade-triolo,,,False,False,False,False,False
298,exact,/restos/linedit,https://top-halal.fr/resto/linedit,,,False,False,False,False,False
299,exact,/restos/little-wok,https://top-halal.fr/resto/little-wok,,,False,False,False,False,False
300,exact,/restos/livraison-de-nuit,https://top-halal.fr/resto/livraison-de-nuit,,,False,False,False,False,False
301,exact,/restos/lobby-lounge,https://top-halal.fr/resto/lobby-lounge,,,False,False,False,False,False
302,exact,/restos/lunch-club,https://top-halal.fr/resto/lunch-club,,,False,False,False,False,False
303,exact,/restos/lyon-fast,https://top-halal.fr/resto/lyon-fast,,,False,False,False,False,False
304,exact,/restos/ma-poule-grillee,https://top-halal.fr/resto/ma-poule-grillee,,,False,False,False,False,False
305,exact,/restos/mac-ankara,https://top-halal.fr/resto/mac-ankara,,,False,False,False,False,False
306,exact,/restos/made-mex,https://top-halal.fr/resto/made-mex,,,False,False,False,False,False
307,exact,/restos/maxi-tacos,https://top-halal.fr/resto/maxi-tacos,,,False,False,False,False,False
308,exact,/restos/megna,https://top-halal.fr/resto/megna,,,False,False,False,False,False
309,exact,/restos/miam-burger-marseille,https://top-halal.fr/resto/miam-burger-marseille,,,False,False,False,False,False
310,exact,/restos/mixn-wok,https://top-halal.fr/resto/mixn-wok,,,False,False,False,False,False
311,exact,/restos/mondial-pizza,https://top-halal.fr/resto/mondial-pizza,,,False,False,False,False,False
312,exact,/restos/montecristo-marrakech,https://top-halal.fr/resto/montecristo-marrakech,,,False,False,False,False,False
313,exact,/restos/montmartroy,https://top-halal.fr/resto/montmartroy,,,False,False,False,False,False
314,exact,/restos/montreuil-express,https://top-halal.fr/resto/montreuil-express,,,False,False,False,False,False
315,exact,/restos/mr-pasta,https://top-halal.fr/resto/mr-pasta,,,False,False,False,False,False
316,exact,/restos/mundocrep,https://top-halal.fr/resto/mundocrep,,,False,False,False,False,False
317,exact,/restos/nems-sushi,https://top-halal.fr/resto/nems-sushi,,,False,False,False,False,False
318,exact,/restos/new-delice-de-bagneux,https://top-halal.fr/resto/new-delice-de-bagneux,,,False,False,False,False,False
319,exact,/restos/new-pondichery,https://top-halal.fr/resto/new-pondichery,,,False,False,False,False,False
320,exact,/restos/new-taj-mahal,https://top-halal.fr/resto/new-taj-mahal,,,False,False,False,False,False
321,exact,/restos/ninou-tacos,https://top-halal.fr/resto/ninou-tacos,,,False,False,False,False,False
322,exact,/restos/ninous-pizzeria,https://top-halal.fr/resto/ninous-pizzeria,,,False,False,False,False,False
323,exact,/restos/nouilles-n-wok,https://top-halal.fr/resto/nouilles-n-wok,,,False,False,False,False,False
324,exact,/restos/noujoum,https://top-halal.fr/resto/noujoum,,,False,False,False,False,False
325,exact,/restos/o-bon-coin,https://top-halal.fr/resto/o-bon-coin,,,False,False,False,False,False
326,exact,/restos/o-dukes,https://top-halal.fr/resto/o-dukes,,,False,False,False,False,False
327,exact,/restos/o-kyoto,https://top-halal.fr/resto/o-kyoto,,,False,False,False,False,False
328,exact,/restos/o-mafe,https://top-halal.fr/resto/o-mafe,,,False,False,False,False,False
329,exact,/restos/o-resto-dasie,https://top-halal.fr/resto/o-resto-dasie,,,False,False,False,False,False
330,exact,/restos/occo-chicken,https://top-halal.fr/resto/occo-chicken,,,False,False,False,False,False
331,exact,/restos/oriental-tacosn-chicken,https://top-halal.fr/resto/oriental-tacosn-chicken,,,False,False,False,False,False
332,exact,/restos/orina-food,https://top-halal.fr/resto/orina-food,,,False,False,False,False,False
333,exact,/restos/osushic,https://top-halal.fr/resto/osushic,,,False,False,False,False,False
334,exact,/restos/otacos,https://top-halal.fr/resto/otacos,,,False,False,False,False,False
335,exact,/restos/oujda,https://top-halal.fr/resto/oujda,,,False,False,False,False,False
336,exact,/restos/palais-des-roses,https://top-halal.fr/resto/palais-des-roses,,,False,False,False,False,False
337,exact,/restos/pantin-food,https://top-halal.fr/resto/pantin-food,,,False,False,False,False,False
338,exact,/restos/papa-mario-pizza,https://top-halal.fr/resto/papa-mario-pizza,,,False,False,False,False,False
339,exact,/restos/paparazzi,https://top-halal.fr/resto/paparazzi,,,False,False,False,False,False
340,exact,/restos/paparazzi-express,https://top-halal.fr/resto/paparazzi-express,,,False,False,False,False,False
341,exact,/restos/paparazzi-sushi,https://top-halal.fr/resto/paparazzi-sushi,,,False,False,False,False,False
342,exact,/restos/paris-french-cantine,https://top-halal.fr/resto/paris-french-cantine,,,False,False,False,False,False
343,exact,/restos/pasta-gusty,https://top-halal.fr/resto/pasta-gusty,,,False,False,False,False,False
344,exact,/restos/pasta-nina,https://top-halal.fr/resto/pasta-nina,,,False,False,False,False,False
345,exact,/restos/pastasandwich,https://top-halal.fr/resto/pastasandwich,,,False,False,False,False,False
346,exact,/restos/pates-a-crepes,https://top-halal.fr/resto/pates-a-crepes,,,False,False,False,False,False
347,exact,/restos/pekin-express,https://top-halal.fr/resto/pekin-express,,,False,False,False,False,False
348,exact,/restos/pepper-grill,https://top-halal.fr/resto/pepper-grill,,,False,False,False,False,False
349,exact,/restos/pizza-mozart,https://top-halal.fr/resto/pizza-mozart,,,False,False,False,False,False
350,exact,/restos/pizza-odessa,https://top-halal.fr/resto/pizza-odessa,,,False,False,False,False,False
351,exact,/restos/quick,https://top-halal.fr/,,,False,False,True,False,False
352,exact,/restos/quick-halal-villeneuve-saint-georges,https://top-halal.fr/resto/quick-halal-villeneuve-saint-georges,,,False,False,False,False,False
353,exact,/restos/quick-hallal-toulouse-basso-cambo,https://top-halal.fr/resto/quick-hallal-toulouse-basso-cambo,,,False,False,False,False,False
354,exact,/restos/rapidos-tacos,https://top-halal.fr/resto/rapidos-tacos,,,False,False,False,False,False
355,exact,/restos/restaurant-chennai,https://top-halal.fr/resto/restaurant-chennai,,,False,False,False,False,False
356,exact,/restos/restaurant-mado-le-terminal,https://top-halal.fr/resto/restaurant-mado-le-terminal,,,False,False,False,False,False
357,exact,/restos/restaurant-pondicherry,https://top-halal.fr/resto/restaurant-pondicherry,,,False,False,False,False,False
358,exact,/restos/restaurant-qg,https://top-halal.fr/resto/restaurant-qg,,,False,False,False,False,False
359,exact,/restos/restaurant-riad-marrakech,https://top-halal.fr/resto/restaurant-riad-marrakech,,,False,False,False,False,False
360,exact,/restos/roanne-kebab,https://top-halal.fr/resto/roanne-kebab,,,False,False,False,False,False
361,exact,/restos/rocket,https://top-halal.fr/resto/rocket,,,False,False,False,False,False
362,exact,/restos/royaume-des-saveurs,https://top-halal.fr/resto/royaume-des-saveurs,,,False,False,False,False,False
363,exact,/restos/rush-hour,https://top-halal.fr/resto/rush-hour,,,False,False,False,False,False
364,exact,/restos/s-pizza,https://top-halal.fr/resto/s-pizza,,,False,False,False,False,False
365,exact,/restos/safary-west,https://top-halal.fr/resto/safary-west,,,False,False,False,False,False
366,exact,/restos/sahil,https://top-halal.fr/resto/sahil,,,False,False,False,False,False
367,exact,/restos/saint-ouen-kebab,https://top-halal.fr/resto/saint-ouen-kebab,,,False,False,False,False,False
368,exact,/restos/saj-al-reef-restaurant-libanais-certifiee-achahada,https://top-halal.fr/resto/saj-al-reef-restaurant-libanais-certifiee-achahada,,,False,False,False,False,False
369,exact,/restos/salima-traiteur,https://top-halal.fr/resto/salima-traiteur,,,False,False,False,False,False
370,exact,/restos/samourai,https://top-halal.fr/resto/samourai,,,False,False,False,False,False
371,exact,/restos/sarrazin-coffee,https://top-halal.fr/resto/sarrazin-coffee,,,False,False,False,False,False
372,exact,/restos/saveurs-dasie,https://top-halal.fr/resto/saveurs-dasie,,,False,False,False,False,False
373,exact,/restos/select-sushi,https://top-halal.fr/resto/select-sushi,,,False,False,False,False,False
374,exact,/restos/shainez,https://top-halal.fr/resto/shainez,,,False,False,False,False,False
375,exact,/restos/sheezan,https://top-halal.fr/resto/sheezan,,,False,False,False,False,False
376,exact,/restos/simpli-kebab,https://top-halal.fr/resto/simpli-kebab,,,False,False,False,False,False
377,exact,/restos/snack-down,https://top-halal.fr/resto/snack-down,,,False,False,False,False,False
378,exact,/restos/snackshop,https://top-halal.fr/resto/snackshop,,,False,False,False,False,False
379,exact,/restos/so-lounge-restaurant,https://top-halal.fr/resto/so-lounge-restaurant,,,False,False,False,False,False
380,exact,/restos/so-suchi,https://top-halal.fr/resto/so-suchi,,,False,False,False,False,False
381,exact,/restos/soleil-liban,https://top-halal.fr/resto/soleil-liban,,,False,False,False,False,False
382,exact,/restos/som-tam-thai,https://top-halal.fr/resto/som-tam-thai,,,False,False,False,False,False
383,exact,/restos/sorami-kebab,https://top-halal.fr/resto/sorami-kebab,,,False,False,False,False,False
384,exact,/restos/speed-tacos,https://top-halal.fr/resto/speed-tacos,,,False,False,False,False,False
385,exact,/restos/spicy-tandoori,https://top-halal.fr/resto/spicy-tandoori,,,False,False,False,False,False
386,exact,/restos/sushi-day,https://top-halal.fr/resto/sushi-day,,,False,False,False,False,False
387,exact,/restos/sushi-plus,https://top-halal.fr/resto/sushi-plus,,,False,False,False,False,False
388,exact,/restos/sushi-times,https://top-halal.fr/resto/sushi-times,,,False,False,False,False,False
389,exact,/restos/sushi-town,https://top-halal.fr/resto/sushi-town,,,False,False,False,False,False
390,exact,/restos/sushi-wan,https://top-halal.fr/resto/sushi-wan,,,False,False,False,False,False
391,exact,/restos/sushi-white,https://top-halal.fr/resto/sushi-white,,,False,False,False,False,False
392,exact,/restos/sushi-wok,https://top-halal.fr/resto/sushi-wok,,,False,False,False,False,False
393,exact,/restos/sushibaze,https://top-halal.fr/resto/sushibaze,,,False,False,False,False,False
394,exact,/restos/sushimax,https://top-halal.fr/resto/sushimax,,,False,False,False,False,False
395,exact,/restos/sushione,https://top-halal.fr/resto/sushione,,,False,False,False,False,False
396,exact,/restos/sushiplaza-halal,https://top-halal.fr/resto/sushiplaza-halal,,,False,False,False,False,False
397,exact,/restos/tacos-du-forez,https://top-halal.fr/resto/tacos-du-forez,,,False,False,False,False,False
398,exact,/restos/tafraout,https://top-halal.fr/resto/tafraout,,,False,False,False,False,False
399,exact,/restos/tagine-et-tradition,https://top-halal.fr/resto/tagine-et-tradition,,,False,False,False,False,False
400,exact,/restos/tandoori-house,https://top-halal.fr/resto/tandoori-house,,,False,False,False,False,False
401,exact,/restos/tavolo,https://top-halal.fr/resto/tavolo,,,False,False,False,False,False
402,exact,/restos/tel-pizza,https://top-halal.fr/resto/tel-pizza,,,False,False,False,False,False
403,exact,/restos/tesmine,https://top-halal.fr/resto/tesmine,,,False,False,False,False,False
404,exact,/restos/thai-bamboo,https://top-halal.fr/resto/thai-bamboo,,,False,False,False,False,False
405,exact,/restos/thai-night-livraison-de-nuit,https://top-halal.fr/resto/thai-night-livraison-de-nuit,,,False,False,False,False,False
406,exact,/restos/thai-wok,https://top-halal.fr/resto/thai-wok,,,False,False,False,False,False
407,exact,/restos/the-french-wok,https://top-halal.fr/resto/the-french-wok,,,False,False,False,False,False
408,exact,/restos/the-grill-house,https://top-halal.fr/resto/the-grill-house,,,False,False,False,False,False
409,exact,/restos/the-pacific,https://top-halal.fr/resto/the-pacific,,,False,False,False,False,False
410,exact,/restos/tingis,https://top-halal.fr/resto/tingis,,,False,False,False,False,False
411,exact,/restos/tip-top-burger-pizz,https://top-halal.fr/resto/tip-top-burger-pizz,,,False,False,False,False,False
412,exact,/restos/todays-burger-chicken,https://top-halal.fr/resto/todays-burger-chicken,,,False,False,False,False,False
413,exact,/restos/traiteur-wing-wah,https://top-halal.fr/resto/traiteur-wing-wah,,,False,False,False,False,False
414,exact,/restos/tresors-dasie,https://top-halal.fr/resto/tresors-dasie,,,False,False,False,False,False
415,exact,/restos/triolopizza,https://top-halal.fr/resto/triolopizza,,,False,False,False,False,False
416,exact,/restos/tunistunis,https://top-halal.fr/resto/tunistunis,,,False,False,False,False,False
417,exact,/restos/un-mexicain-a-marseille,https://top-halal.fr/resto/un-mexicain-a-marseille,,,False,False,False,False,False
418,exact,/restos/web-pizza,https://top-halal.fr/resto/web-pizza,,,False,False,False,False,False
419,exact,/restos/why-not-sushi,https://top-halal.fr/resto/why-not-sushi,,,False,False,False,False,False
420,exact,/restos/wok-and-go,https://top-halal.fr/resto/wok-and-go,,,False,False,False,False,False
421,exact,/restos/yakamoze,https://top-halal.fr/resto/yakamoze,,,False,False,False,False,False
422,exact,/restos/yasmin,https://top-halal.fr/resto/yasmin,,,False,False,False,False,False
423,exact,/restos/zaeka,https://top-halal.fr/resto/zaeka,,,False,False,False,False,False
424,exact,/restos/zagora,https://top-halal.fr/resto/zagora,,,False,False,False,False,False
425,exact,/restos/zarda-food,https://top-halal.fr/resto/zarda-food,,,False,False,False,False,False
426,rewrite,^inscription-gratuite.*$,https://top-halal.fr/ajouter-un-restaurant?,"R=301,L",,False,False,False,True,False
427,rewrite,^login.*$,https://top-halal.fr/ajouter-un-restaurant?,"R=301,L",,False,False,False,True,False
428,rewrite,^mon-compte/(avis.*|restaurants.*)$,https://top-halal.fr/ajouter-un-restaurant?,"R=301,L",,False,False,False,True,False
429,rewrite,^(.*/tag/.*|tag/.*)$,https://top-halal.fr/?,"R=301,L",,False,False,True,True,False
430,rewrite,^restaurants/revendiquer/.*$,https://top-halal.fr/?,"R=301,L",,False,False,True,True,False
431,exact,/restaurants-par-theme,https://top-halal.fr/guide-top-halal,,,False,False,False,False,False
432,exact,/ajouter-un-evenement,https://top-halal.fr/ajouter-un-restaurant,,,False,False,False,False,False
452,rewrite,^restaurants/([a-z0-9\-]*)$,https://top-halal.fr/resto/$1,"R=301,L",%{REQUEST_URI} !^/restaurants/sainte-genevieve-des-bois$ | %{REQUEST_URI} !^/restaurants/le-havre$ | %{REQUEST_URI} !^/restaurants/saint-brice-sous-foret$ | %{REQUEST_URI} !^/restaurants/saint-germain-les-corbeil$ | %{REQUEST_URI} !^/restaurants/villeneuve-saint-georges$ | %{REQUEST_URI} !^/restaurants/voulx$ | %{REQUEST_URI} !^/restaurants/vouziers$ | %{REQUEST_URI} !^/restaurants/wasquehal$ | %{REQUEST_URI} !^/restaurants/acheres$ | %{REQUEST_URI} !^/restaurants/appthemes$ | %{REQUEST_URI} !^/restaurants/asnieres-sur-seine$ | %{REQUEST_URI} !^/restaurants/aubonne$ | %{REQUEST_URI} !^/restaurants/bagneux$ | %{REQUEST_URI} !^/restaurants/beach--2$ | %{REQUEST_URI} !^/restaurants/burger-trip-restaurant-de-qualite$ | %{REQUEST_URI} !^/restaurants/cesson-sevigne$ | %{REQUEST_URI} !^/restaurants/chez-tanty$ | %{REQUEST_URI} !^/restaurants/cours-lieutaud$ | %{REQUEST_URI} !^/restaurants/epinay-sur-seine$,False,False,False,False,False
453,rewrite,^restaurant/([a-z\-]*)$,https://top-halal.fr/restos/$1,"R=301,L",,False,False,False,False,False
454,rewrite,^restaurants/page/.*$,https://top-halal.fr/restos/paris?,"R=301,L",,False,False,False,True,False
455,rewrite,^restaurants/hallal/acces-handicape.*$,https://top-halal.fr/service/acces-handicape?,"R=301,L",,False,False,False,True,False
456,rewrite,^restaurants/hallal/ambiance-musicale.*$,https://top-halal.fr/service/ambiance-musicale?,"R=301,L",,False,False,False,True,False
457,rewrite,^restaurants/hallal/beau-decor.*$,https://top-halal.fr/service/beau-decor?,"R=301,L",,False,False,False,True,False
458,rewrite,^restaurants/hallal/branche.*$,https://top-halal.fr/service/branche?,"R=301,L",,False,False,False,True,False
459,rewrite,^restaurants/hallal/cuisine-italienne.*$,https://top-halal.fr/specialites/cuisine-italienne?,"R=301,L",,False,False,False,True,False
460,rewrite,^restaurants/hallal/cuisine-africaine.*$,https://top-halal.fr/specialites/cuisine-africaine?,"R=301,L",,False,False,False,True,False
461,rewrite,^restaurants/hallal/cuisine-algerienne.*$,https://top-halal.fr/specialites/cuisine-algerienne?,"R=301,L",,False,False,False,True,False
462,rewrite,^restaurants/hallal/cuisine-chicken.*$,https://top-halal.fr/specialites/cuisine-chicken?,"R=301,L",,False,False,False,True,False
463,rewrite,^restaurants/hallal/cuisine-chinoise.*$,https://top-halal.fr/specialites/cuisine-chinoise?,"R=301,L",,False,False,False,True,False
464,rewrite,^restaurants/hallal/cuisine-creperie.*$,https://top-halal.fr/specialites/cuisine-creperie?,"R=301,L",,False,False,False,True,False
465,rewrite,^restaurants/hallal/cuisine-fast-food.*$,https://top-halal.fr/specialites/cuisine-fast-food?,"R=301,L",,False,False,False,True,False
466,rewrite,^restaurants/hallal/cuisine-francaise.*$,https://top-halal.fr/specialites/cuisine-francaise?,"R=301,L",,False,False,False,True,False
467,rewrite,^restaurants/hallal/cuisine-indienne.*$,https://top-halal.fr/specialites/cuisine-indienne?,"R=301,L",,False,False,False,True,False
468,rewrite,^restaurants/hallal/cuisine-japonaise.*$,https://top-halal.fr/specialites/cuisine-japonaise?,"R=301,L",,False,False,False,True,False
469,rewrite,^restaurants/hallal/cuisine-libanaise.*$,https://top-halal.fr/specialites/cuisine-libanaise?,"R=301,L",,False,False,False,True,False
470,rewrite,^restaurants/hallal/cuisine-pizzeria.*$,https://top-halal.fr/specialites/cuisine-pizzeria?,"R=301,L",,False,False,False,True,False
471,rewrite,^restaurants/hallal/cuisine-thailandaise.*$,https://top-halal.fr/specialites/cuisine-thailandaise?,"R=301,L",,False,False,False,True,False
472,rewrite,^restaurants/hallal/cuisine-marocaine.*$,https://top-halal.fr/specialites/cuisine-marocaine?,"R=301,L",,False,False,False,True,False
473,rewrite,^restaurants/hallal/cuisine-tunisienne.*$,https://top-halal.fr/specialites/cuisine-tunisienne?,"R=301,L",,False,False,False,True,False
474,rewrite,^restaurants/hallal/cuisine-turque.*$,https://top-halal.fr/specialites/cuisine-turque?,"R=301,L",,False,False,False,True,False
475,rewrite,^restaurants/hallal/etablissement-certifie.*$,https://top-halal.fr/service/certifie-halal?,"R=301,L",,False,False,False,True,False
476,rewrite,^restaurants/hallal/kebab-frites.*$,https://top-halal.fr/specialites/kebab-frites?,"R=301,L",,False,False,False,True,False
477,rewrite,^restaurants/hallal/mauricien.*$,https://top-halal.fr/?,"R=301,L",,False,False,True,True,False
478,rewrite,^restaurants/hallal/original.*$,https://top-halal.fr/service/original?,"R=301,L",,False,False,False,True,False
479,rewrite,^restaurants/hallal/romantique.*$,https://top-halal.fr/service/romantique?,"R=301,L",,False,False,False,True,False
480,rewrite,^restaurants/hallal/salle-de-priere.*$,https://top-halal.fr/service/salle-de-priere?,"R=301,L",,False,False,False,True,False
481,rewrite,^restaurants/hallal/sans-alcool.*$,https://top-halal.fr/service/sans-alcool?,"R=301,L",,False,False,False,True,False
482,rewrite,^restaurants/hallal/terrasse.*$,https://top-halal.fr/service/terrasse?,"R=301,L",,False,False,False,True,False
483,rewrite,^restaurants/hallal/traiteur.*$,https://top-halal.fr/service/traiteur?,"R=301,L",,False,False,False,True,False
484,rewrite,^restaurants/hallal/vente-a-emporter.*$,https://top-halal.fr/service/vente-a-emporter?,"R=301,L",,False,False,False,True,False
485,rewrite,^restaurants/hallal/wi-fi.*$,https://top-halal.fr/service/wi-fi?,"R=301,L",,False,False,False,True,False
486,rewrite,^restaurants/hallal/salon-de-the.*$,https://top-halal.fr/specialites/salon-de-the?,"R=301,L",,False,False,False,True,False
487,rewrite,^restaurants/hallal/specialites-variees.*$,https://top-halal.fr/specialites/variees?,"R=301,L",,False,False,False,True,False
489,rewrite,^.*$,https://top-halal.fr/restos/%1?,"R=301,L",%{QUERY_STRING} ^location=([a-z\-]*)&.*$,False,True,False,True,False
491,rewrite,^.*$,https://top-halal.fr/restos/%1?,"R=301,L",%{QUERY_STRING} ^location=([a-z\-]*)$,False,True,False,True,False
492,rewrite,^(.*)/comment-page-[0-9]$,https://top-halal.fr/$1,"R=301,L",,False,False,False,False,False
493,rewrite,^restaurants/hallal/cuisine-egyptienne.*$,https://top-halal.fr/specialites/variees?,"R=301,L",,False,False,False,True,False
494,rewrite,^restaurants/hallal/cuisine-iranienne.*$,https://top-halal.fr/specialites/variees?,"R=301,L",,False,False,False,True,False
495,rewrite,^restaurants/hallal/vietnamien.*$,https://top-halal.fr/specialites/variees?,"R=301,L",,False,False,False,True,False
496,rewrite,^restaurants/hallal/coreen.*$,https://top-halal.fr/specialites/variees?,"R=301,L",,False,False,False,True,False
497,rewrite,^restaurants/hallal/africainee.*$,https://top-halal.fr/specialites/cuisine-africaine?,"R=301,L",,False,False,False,True,False
499,rewrite,^mosquee-de-paris/islam$,https://top-halal.fr/mosquee-de-paris/quest-ce-que-lislam?,"L,R=301",,False,False,False,True,False
